timestamp,cpu_by_svc__series_0 {'container_label_com_docker_swarm_task_name': 'chat-monolith_app.1.825jz6o4zjx3qn8iwlidcdz6h'},cpu_by_svc__series_1 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.2psgdvtnhtcce9zjn6nhcv2x8.p8rqrb6d47iv8sgumipnn4iuy'},cpu_by_svc__series_2 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.6j96fo4cx7ftrk989bvzcm9lc.o8lp4u2fae7lmk4bupas1xn12'},cpu_by_svc__series_3 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.gkxfmk0f14ry4f8cex3726nm9.8rqci4391hrl4jdcgf3a0wk2j'},cpu_by_svc__series_4 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.m7evt2fhzisw4dshpe9gae22s.jld8vhq581vnsl9jfu84wxr4e'},cpu_by_svc__series_5 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.r0dh5upwj4tebg66ket20fv8l.mpb4dn41a5ajk08khl49oked3'},cpu_by_svc__series_6 {'container_label_com_docker_swarm_task_name': 'chat-monolith_gateway.1.mrkpgm650u52buflafpp37wo6'},cpu_by_svc__series_7 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.2psgdvtnhtcce9zjn6nhcv2x8.ivfugi7ob5b4kqybtguioczey'},cpu_by_svc__series_8 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.6j96fo4cx7ftrk989bvzcm9lc.yhnw9d6dbf6qze51ogq7cgatw'},cpu_by_svc__series_9 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.gkxfmk0f14ry4f8cex3726nm9.jc5a42ynunfyuf0d415euwdy0'},cpu_by_svc__series_10 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.m7evt2fhzisw4dshpe9gae22s.wquhj38jhny4ao73l09p6x4zz'},cpu_by_svc__series_11 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.r0dh5upwj4tebg66ket20fv8l.4n9nvaxigshjvys2mih91luze'},cpu_by_svc__series_12 {'container_label_com_docker_swarm_task_name': 'chat-monolith_postgres-exporter.1.q2fcrb1y120vkng2ilmlpck16'},cpu_by_svc__series_13 {'container_label_com_docker_swarm_task_name': 'chat-monolith_postgres.1.zaptu4h7wjthwuxy19vulwad6'},cpu_by_svc__series_14 {'container_label_com_docker_swarm_task_name': 'chat-monolith_prometheus.1.30un9eh2o27e73utrs3res1xl'},mem_by_svc__series_0 {'container_label_com_docker_swarm_task_name': 'chat-monolith_app.1.825jz6o4zjx3qn8iwlidcdz6h'},mem_by_svc__series_1 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.2psgdvtnhtcce9zjn6nhcv2x8.p8rqrb6d47iv8sgumipnn4iuy'},mem_by_svc__series_2 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.6j96fo4cx7ftrk989bvzcm9lc.o8lp4u2fae7lmk4bupas1xn12'},mem_by_svc__series_3 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.gkxfmk0f14ry4f8cex3726nm9.8rqci4391hrl4jdcgf3a0wk2j'},mem_by_svc__series_4 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.m7evt2fhzisw4dshpe9gae22s.jld8vhq581vnsl9jfu84wxr4e'},mem_by_svc__series_5 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.r0dh5upwj4tebg66ket20fv8l.mpb4dn41a5ajk08khl49oked3'},mem_by_svc__series_6 {'container_label_com_docker_swarm_task_name': 'chat-monolith_gateway.1.mrkpgm650u52buflafpp37wo6'},mem_by_svc__series_7 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.2psgdvtnhtcce9zjn6nhcv2x8.ivfugi7ob5b4kqybtguioczey'},mem_by_svc__series_8 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.6j96fo4cx7ftrk989bvzcm9lc.yhnw9d6dbf6qze51ogq7cgatw'},mem_by_svc__series_9 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.gkxfmk0f14ry4f8cex3726nm9.jc5a42ynunfyuf0d415euwdy0'},mem_by_svc__series_10 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.m7evt2fhzisw4dshpe9gae22s.wquhj38jhny4ao73l09p6x4zz'},mem_by_svc__series_11 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.r0dh5upwj4tebg66ket20fv8l.4n9nvaxigshjvys2mih91luze'},mem_by_svc__series_12 {'container_label_com_docker_swarm_task_name': 'chat-monolith_postgres-exporter.1.q2fcrb1y120vkng2ilmlpck16'},mem_by_svc__series_13 {'container_label_com_docker_swarm_task_name': 'chat-monolith_postgres.1.zaptu4h7wjthwuxy19vulwad6'},mem_by_svc__series_14 {'container_label_com_docker_swarm_task_name': 'chat-monolith_prometheus.1.30un9eh2o27e73utrs3res1xl'},"ws_active_sessions__chat_ws_active_sessions {'instance': '10.0.1.33:9091', 'job': 'chat-monolith'}","ws_users__chat_ws_active_users {'instance': '10.0.1.33:9091', 'job': 'chat-monolith'}",vus_http_senders__series_0 {},vus_ws_receivers__series_0 {},ws_lat__k6_ws_delivery_latency_ms_p95 {'scenario': 'ws_receivers'}
2026-05-13 09:34:01.630000114+00:00,1.897498092609881,0.01997741470446883,0.022787414655891347,0.020053438792306234,0.032064817965291884,0.03419509043927862,0.0056939055691534604,0.002286913058496345,0.0026522438693415105,0.002130867079945172,0.003476935043178405,0.0033962481089255515,0.004191448317509613,0.021352177472806058,0.015707809371245447,2195800064.0,38666240.0,36388864.0,36122624.0,37060608.0,36306944.0,5955584.0,9818112.0,9175040.0,9654272.0,9670656.0,9482240.0,7929856.0,63623168.0,114077696.0,0.0,0.0,,,
2026-05-13 09:34:06.630000114+00:00,1.897498092609881,0.019977414704468833,0.022210100362587065,0.02076815856262408,0.032785074102279335,0.03058835175086957,0.005726584447410687,0.002286913058496345,0.003000091324200861,0.0018503768588306873,0.0031990788314740235,0.002931164151041664,0.004736404132310077,0.021352177472806058,0.01679522142624517,2195800064.0,38666240.0,36741120.0,36724736.0,37392384.0,36306944.0,5939200.0,9818112.0,9179136.0,9654272.0,9670656.0,9482240.0,7929856.0,63623168.0,114216960.0,0.0,0.0,,,
2026-05-13 09:34:11.630000114+00:00,1.8892312827662048,0.020627421638016504,0.022210100362587065,0.02076815856262408,0.032554182976964954,0.03415008998200396,0.0057265844474106865,0.002286913058496345,0.0029175177340644955,0.0018503768588306873,0.0030284768062725925,0.002950643595695014,0.004413944417356979,0.021899312583923098,0.01679522142624517,2096697344.0,39145472.0,36741120.0,36724736.0,36806656.0,36356096.0,5939200.0,9818112.0,9179136.0,9654272.0,9670656.0,9482240.0,7929856.0,63393792.0,114216960.0,0.0,0.0,,,
2026-05-13 09:34:16.630000114+00:00,1.8892312827662048,0.020627421638016504,0.02125187346375874,0.01988779028295134,0.032554182976964954,0.03334544896078851,0.006114962915188861,0.0022164837999242163,0.002953135469630514,0.0019215816213826742,0.0026551009482885884,0.003114135526178932,0.004413944417356979,0.021899312583923098,0.017689648220946822,2096697344.0,39145472.0,35364864.0,36605952.0,36806656.0,36360192.0,5943296.0,9834496.0,9506816.0,9719808.0,9670656.0,9506816.0,7929856.0,63393792.0,112443392.0,0.0,0.0,,,
2026-05-13 09:34:21.630000114+00:00,1.897624389254944,0.01983560639986868,0.02125187346375874,0.01988779028295134,0.030732352650803683,0.03421903066756936,0.006114962915188861,0.002235463557082778,0.002953135469630514,0.0017609311740889408,0.002107729166667127,0.002969686177567721,0.0043740595906866155,0.02226632589402569,0.017689648220946822,2720301056.0,37027840.0,35364864.0,36605952.0,36806656.0,36360192.0,5943296.0,9682944.0,9506816.0,9719808.0,9670656.0,9506816.0,7933952.0,63385600.0,112443392.0,0.0,0.0,,,
2026-05-13 09:34:26.630000114+00:00,1.897624389254944,0.01983560639986868,0.020482606060607332,0.02087354885520804,0.030273687718061805,0.031087920214253172,0.006106773114595439,0.002235463557082778,0.0028618965691730833,0.0020643985157057522,0.0032012814409267776,0.00366303659183948,0.0043740595906866155,0.02226632589402569,0.0181780243320786,2720301056.0,37027840.0,35573760.0,36392960.0,36814848.0,36622336.0,5951488.0,9682944.0,9527296.0,9719808.0,9547776.0,9412608.0,7933952.0,63385600.0,112472064.0,0.0,0.0,,,
2026-05-13 09:34:31.630000114+00:00,1.8782955417595917,0.020055261729041086,0.020482606060607332,0.02087354885520804,0.03159243697478944,0.031087920214253172,0.006106773114595439,0.0023132944968269767,0.0028618965691730833,0.0021576711169450174,0.0028610649247823397,0.003722525549489408,0.003507541415973145,0.022971505302027854,0.0181780243320786,1533444096.0,37236736.0,35573760.0,36392960.0,36540416.0,36622336.0,5951488.0,9695232.0,9527296.0,9953280.0,9711616.0,9412608.0,7929856.0,63418368.0,112472064.0,0.0,0.0,,,
2026-05-13 09:34:36.630000114+00:00,1.8782955417595917,0.020055261729041086,0.02121231674984475,0.020228146507397245,0.03159243697478944,0.029886704924917656,0.007429597277145816,0.0023132944968269767,0.002685937654626353,0.002033970835784039,0.0028610649247823397,0.003776528831717321,0.003507541415973145,0.022971505302027854,0.018058469945354018,1533444096.0,37236736.0,37715968.0,37457920.0,36540416.0,35991552.0,5955584.0,9695232.0,9527296.0,9953280.0,9711616.0,9412608.0,7929856.0,63418368.0,112459776.0,0.0,0.0,,,
2026-05-13 09:34:41.630000114+00:00,1.880603684888923,0.01996051726231572,0.02121231674984475,0.020228146507397245,0.03113093200716873,0.029886704924917656,0.007429597277145816,0.0023073749565999486,0.002685937654626353,0.0011697291666668734,0.0027224558619320357,0.003776528831717321,0.004165449255949603,0.023099505700589766,0.018058469945354018,1533444096.0,36429824.0,37715968.0,37457920.0,37236736.0,35991552.0,5955584.0,9662464.0,9527296.0,9953280.0,9719808.0,9412608.0,8564736.0,63418368.0,112459776.0,0.0,0.0,,,
2026-05-13 09:34:46.630000114+00:00,1.8909072638644695,0.01996051726231572,0.02053273673091232,0.01895298534143719,0.03113093200716873,0.025851902655402898,0.006500312430709118,0.0023073749565999486,0.0030271317829458637,0.0019333267130091218,0.0027224558619320357,0.0033987739861427607,0.004165449255949603,0.022517950340028514,0.01741235635085652,2124709888.0,36429824.0,36544512.0,36438016.0,37236736.0,35991552.0,5939200.0,9662464.0,9785344.0,9883648.0,9719808.0,9199616.0,8564736.0,63438848.0,112431104.0,0.0,0.0,,,
