timestamp,cpu_by_svc__series_0 {'container_label_com_docker_swarm_task_name': 'chat-eda_cadvisor.igvpqjhip9f7yajebzyz7o0bb.vxz3zovzjwit97kenqpgui2s8'},cpu_by_svc__series_1 {'container_label_com_docker_swarm_task_name': 'chat-eda_cadvisor.pcm0p4f2ada7cfhyw9e47kgsy.f9xc0n96jqg274fys0yebn9yd'},cpu_by_svc__series_2 {'container_label_com_docker_swarm_task_name': 'chat-eda_cadvisor.t8hzjgkdbn7sr8xr4ibxnsflv.tcdqin0lflkj0qdjy4w3s2gqb'},cpu_by_svc__series_3 {'container_label_com_docker_swarm_task_name': 'chat-eda_cadvisor.t9s38yiaa1pzw4hlf8zx6rk41.vs5ndrwaw1rftftvv26q0gmgh'},cpu_by_svc__series_4 {'container_label_com_docker_swarm_task_name': 'chat-eda_elasticsearch.1.ux53xr3l0h8bris5t3t83t46f'},cpu_by_svc__series_5 {'container_label_com_docker_swarm_task_name': 'chat-eda_gateway.1.k349bmx83ibluruwp3osnmv95'},cpu_by_svc__series_6 {'container_label_com_docker_swarm_task_name': 'chat-eda_gateway.2.r2e6pbm7w6nxrd0z7pb64vla7'},cpu_by_svc__series_7 {'container_label_com_docker_swarm_task_name': 'chat-eda_gateway.3.u230iywrjz5ejnjr6wm8cbpou'},cpu_by_svc__series_8 {'container_label_com_docker_swarm_task_name': 'chat-eda_kafka.1.slnlxlxnqbdnplgl0g4cxuy2j'},cpu_by_svc__series_9 {'container_label_com_docker_swarm_task_name': 'chat-eda_node-exporter.igvpqjhip9f7yajebzyz7o0bb.v96ijwnyli1qlzoxkglmu5rwk'},cpu_by_svc__series_10 {'container_label_com_docker_swarm_task_name': 'chat-eda_node-exporter.pcm0p4f2ada7cfhyw9e47kgsy.za6hyilqh7n7opwi3hxmaptsw'},cpu_by_svc__series_11 {'container_label_com_docker_swarm_task_name': 'chat-eda_node-exporter.t8hzjgkdbn7sr8xr4ibxnsflv.kn9am1ad01e27058l8yqk1orc'},cpu_by_svc__series_12 {'container_label_com_docker_swarm_task_name': 'chat-eda_node-exporter.t9s38yiaa1pzw4hlf8zx6rk41.7g7d2stxwwjt9225yvy3h5lsq'},cpu_by_svc__series_13 {'container_label_com_docker_swarm_task_name': 'chat-eda_postgres-exporter.1.r6kzeo7rksl3tq0a7hnqu96r0'},cpu_by_svc__series_14 {'container_label_com_docker_swarm_task_name': 'chat-eda_postgres.1.ph81tllt684t6ba929l28a2fk'},cpu_by_svc__series_15 {'container_label_com_docker_swarm_task_name': 'chat-eda_prometheus.1.sefnqd3cexl4wuuuu0alyh8cs'},cpu_by_svc__series_16 {'container_label_com_docker_swarm_task_name': 'chat-eda_search-service.1.jkwcs4fjxyit0psxkn1pfm7bc'},cpu_by_svc__series_17 {'container_label_com_docker_swarm_task_name': 'chat-eda_user-service.1.kqfrckstqiac7vnv2tea7hg9m'},cpu_by_svc__series_18 {'container_label_com_docker_swarm_task_name': 'chat-eda_ws-service.1.kdq9byvd1nex7ncn2513wbrur'},cpu_by_svc__series_19 {'container_label_com_docker_swarm_task_name': 'chat-eda_ws-service.2.kcksh7fq3o4onh41ndz33agj5'},cpu_by_svc__series_20 {'container_label_com_docker_swarm_task_name': 'chat-eda_ws-service.3.y6u3ivrxqur2dpzsqvwcrutrr'},mem_by_svc__series_0 {'container_label_com_docker_swarm_task_name': 'chat-eda_cadvisor.igvpqjhip9f7yajebzyz7o0bb.vxz3zovzjwit97kenqpgui2s8'},mem_by_svc__series_1 {'container_label_com_docker_swarm_task_name': 'chat-eda_cadvisor.pcm0p4f2ada7cfhyw9e47kgsy.f9xc0n96jqg274fys0yebn9yd'},mem_by_svc__series_2 {'container_label_com_docker_swarm_task_name': 'chat-eda_cadvisor.t8hzjgkdbn7sr8xr4ibxnsflv.tcdqin0lflkj0qdjy4w3s2gqb'},mem_by_svc__series_3 {'container_label_com_docker_swarm_task_name': 'chat-eda_cadvisor.t9s38yiaa1pzw4hlf8zx6rk41.vs5ndrwaw1rftftvv26q0gmgh'},mem_by_svc__series_4 {'container_label_com_docker_swarm_task_name': 'chat-eda_elasticsearch.1.ux53xr3l0h8bris5t3t83t46f'},mem_by_svc__series_5 {'container_label_com_docker_swarm_task_name': 'chat-eda_gateway.1.k349bmx83ibluruwp3osnmv95'},mem_by_svc__series_6 {'container_label_com_docker_swarm_task_name': 'chat-eda_gateway.2.r2e6pbm7w6nxrd0z7pb64vla7'},mem_by_svc__series_7 {'container_label_com_docker_swarm_task_name': 'chat-eda_gateway.3.u230iywrjz5ejnjr6wm8cbpou'},mem_by_svc__series_8 {'container_label_com_docker_swarm_task_name': 'chat-eda_kafka.1.slnlxlxnqbdnplgl0g4cxuy2j'},mem_by_svc__series_9 {'container_label_com_docker_swarm_task_name': 'chat-eda_node-exporter.igvpqjhip9f7yajebzyz7o0bb.v96ijwnyli1qlzoxkglmu5rwk'},mem_by_svc__series_10 {'container_label_com_docker_swarm_task_name': 'chat-eda_node-exporter.pcm0p4f2ada7cfhyw9e47kgsy.za6hyilqh7n7opwi3hxmaptsw'},mem_by_svc__series_11 {'container_label_com_docker_swarm_task_name': 'chat-eda_node-exporter.t8hzjgkdbn7sr8xr4ibxnsflv.kn9am1ad01e27058l8yqk1orc'},mem_by_svc__series_12 {'container_label_com_docker_swarm_task_name': 'chat-eda_node-exporter.t9s38yiaa1pzw4hlf8zx6rk41.7g7d2stxwwjt9225yvy3h5lsq'},mem_by_svc__series_13 {'container_label_com_docker_swarm_task_name': 'chat-eda_postgres-exporter.1.r6kzeo7rksl3tq0a7hnqu96r0'},mem_by_svc__series_14 {'container_label_com_docker_swarm_task_name': 'chat-eda_postgres.1.ph81tllt684t6ba929l28a2fk'},mem_by_svc__series_15 {'container_label_com_docker_swarm_task_name': 'chat-eda_prometheus.1.sefnqd3cexl4wuuuu0alyh8cs'},mem_by_svc__series_16 {'container_label_com_docker_swarm_task_name': 'chat-eda_search-service.1.jkwcs4fjxyit0psxkn1pfm7bc'},mem_by_svc__series_17 {'container_label_com_docker_swarm_task_name': 'chat-eda_user-service.1.kqfrckstqiac7vnv2tea7hg9m'},mem_by_svc__series_18 {'container_label_com_docker_swarm_task_name': 'chat-eda_ws-service.1.kdq9byvd1nex7ncn2513wbrur'},mem_by_svc__series_19 {'container_label_com_docker_swarm_task_name': 'chat-eda_ws-service.2.kcksh7fq3o4onh41ndz33agj5'},mem_by_svc__series_20 {'container_label_com_docker_swarm_task_name': 'chat-eda_ws-service.3.y6u3ivrxqur2dpzsqvwcrutrr'},k6_users__series_0 {},http_rt_latency__series_0 {}
2026-04-27 15:20:57.404000044+00:00,0.0368121363421922,0.05392379069357702,0.05110384538353691,0.018599713871359693,1.0725322946634785,0.0,0.0,0.0,0.04839108260264017,0.003732106748883866,0.003810096400896179,0.003460925460296857,0.0017741482965931866,0.004865613512170888,0.01684416392389818,0.010167150934506045,0.11020344350684491,0.01017517117704873,0.017142072738324358,0.015766704872212566,0.010404245653161519,39731200.0,42897408.0,57016320.0,42450944.0,1059278848.0,9969664.0,10035200.0,10043392.0,411664384.0,8138752.0,8110080.0,8310784.0,8445952.0,8151040.0,54177792.0,105078784.0,362405888.0,615141376.0,275402752.0,291946496.0,272908288.0,,
2026-04-27 15:21:02.404000044+00:00,0.0368121363421922,0.05392379069357702,0.05291383994566304,0.018599713871359693,1.0704464279733394,0.0,0.0,0.0,0.04839108260264017,0.003732106748883866,0.003810096400896179,0.003432818776891861,0.0017741482965931866,0.004865613512170888,0.01718370811065175,0.010167150934506045,0.11020344350684491,0.01017517117704873,0.017142072738324358,0.015766704872212566,0.010404245653161519,39731200.0,42897408.0,57540608.0,42450944.0,1063522304.0,9969664.0,10035200.0,10043392.0,411664384.0,8138752.0,8110080.0,8433664.0,8445952.0,8151040.0,54706176.0,105078784.0,362405888.0,615141376.0,275402752.0,291946496.0,272908288.0,1.0,
2026-04-27 15:21:07.404000044+00:00,0.036106654860845584,0.053825439835872055,0.05291383994566304,0.018849581399039795,1.0659339622641513,0.0,0.0,0.00018873140034111622,0.04901853875575669,0.004304279513718399,0.004193955715140638,0.003432818776891861,0.0016902264811790436,0.004702533158083405,0.017391821782178223,0.010418227388447042,0.1203378113915278,0.08094015133694026,0.025110777371101206,0.014331232563273979,0.008709454523917637,37724160.0,43016192.0,57540608.0,39911424.0,1063522304.0,9969664.0,10035200.0,10170368.0,411414528.0,8187904.0,8118272.0,8433664.0,8445952.0,8527872.0,54706176.0,105074688.0,371081216.0,619999232.0,275410944.0,291954688.0,272912384.0,1.0,0.2312994
2026-04-27 15:21:12.404000044+00:00,0.036106654860845584,0.053825439835872055,0.052721930848853155,0.018849581399039795,0.9079031919404007,0.0,0.0,0.00018873140034111622,0.0490185387557567,0.004304279513718399,0.004193955715140638,0.0036807097623159832,0.0016902264811790436,0.004702533158083405,0.01858480909197059,0.010418227388447042,0.1203378113915278,0.08094015133694026,0.025110777371101206,0.014331232563273979,0.008709454523917637,37724160.0,43016192.0,57495552.0,39911424.0,1063542784.0,9969664.0,10035200.0,10170368.0,411414528.0,8187904.0,8118272.0,8830976.0,8445952.0,8527872.0,53665792.0,105074688.0,371081216.0,619999232.0,275410944.0,291954688.0,272912384.0,1.0,0.17855554999999995
2026-04-27 15:21:17.404000044+00:00,0.03671991368558587,0.05511033460822207,0.052721930848853155,0.019800433241433636,0.9079031919404007,0.0,0.0,0.0006405305440661789,0.047417781161269,0.0035310680765118173,0.0042668802658122635,0.0036807097623159832,0.002095363613116431,0.0046986966470997935,0.01858480909197059,0.010009311171424621,0.1173918424472658,0.08248737202724696,0.026346919431279654,0.014724527120865446,0.007953229882334385,38264832.0,43008000.0,57495552.0,38612992.0,1063542784.0,9969664.0,10035200.0,10170368.0,411422720.0,8187904.0,8249344.0,8830976.0,8450048.0,8519680.0,53665792.0,105111552.0,373198848.0,620011520.0,275509248.0,291950592.0,272908288.0,1.0,0.12740799999999988
2026-04-27 15:21:22.404000044+00:00,0.03671991368558587,0.05511033460822207,0.05443473004043435,0.019800433241433636,0.7098769780296529,0.0,0.0,0.0006405305440661789,0.047417781161269,0.0035310680765118165,0.0042668802658122635,0.003757906702935321,0.002095363613116431,0.0046986966470997935,0.01851651757689895,0.010009311171424621,0.1173918424472658,0.08248737202724696,0.026346919431279654,0.014724527120865446,0.007953229882334385,38264832.0,43008000.0,44982272.0,38612992.0,1063682048.0,9969664.0,10035200.0,10170368.0,411422720.0,8187904.0,8249344.0,8192000.0,8450048.0,8519680.0,54026240.0,105111552.0,373198848.0,620011520.0,275509248.0,291950592.0,272908288.0,1.0,0.09703349999999986
2026-04-27 15:21:27.404000044+00:00,0.03673651232809831,0.05507620429829629,0.05443473004043435,0.019666942392909878,0.7098769780296529,0.0,0.0,0.0009402244793107536,0.048260282994391945,0.003484685956245593,0.004468189982039516,0.003757906702935321,0.0018953267119707251,0.004116403499949714,0.01851651757689895,0.0099389996586551,0.11977297606404709,0.08344983136593755,0.025129215142030346,0.014649037294717318,0.007956405284934713,39591936.0,42987520.0,44982272.0,40931328.0,1063682048.0,9969664.0,10035200.0,10178560.0,411500544.0,8196096.0,8462336.0,8192000.0,8450048.0,7995392.0,54026240.0,105111552.0,376713216.0,620032000.0,275501056.0,291966976.0,272908288.0,1.0,0.05441374999999983
2026-04-27 15:21:32.404000044+00:00,0.03673651232809831,0.05507620429829629,0.05619627190257224,0.019666942392909878,0.6059207035251204,0.0,0.0,0.0009402244793107536,0.04826028299439195,0.003484685956245593,0.004468189982039516,0.00359202539733248,0.0018953267119707256,0.004116403499949714,0.01967381046008648,0.0099389996586551,0.11977297606404709,0.08344983136593755,0.025129215142030346,0.014649037294717318,0.007956405284934713,39591936.0,42987520.0,44982272.0,40931328.0,1063682048.0,9969664.0,10035200.0,10178560.0,411500544.0,8196096.0,8462336.0,8245248.0,8450048.0,7995392.0,54702080.0,105111552.0,376713216.0,620032000.0,275501056.0,291966976.0,272908288.0,1.0,0.043861866666666666
2026-04-27 15:21:37.404000044+00:00,0.036308718717097274,0.05423604978722544,0.05585453398019948,0.018631483824326767,0.5009536247440717,0.0,0.0,0.0013487236492119579,0.050096074277908575,0.0033802249521378415,0.0045497741142902495,0.00359202539733248,0.0018834702569588797,0.005440389098802153,0.01967381046008648,0.009656106212627958,0.10468636505460222,0.08346818559063829,0.02220878666850291,0.013800364576030212,0.006635622220856117,40292352.0,42627072.0,47620096.0,41267200.0,1065455616.0,9969664.0,10035200.0,10190848.0,412631040.0,8200192.0,8478720.0,8245248.0,8417280.0,8556544.0,54702080.0,105136128.0,377556992.0,620216320.0,275501056.0,291971072.0,272916480.0,1.0,0.044278700000000004
2026-04-27 15:21:42.404000044+00:00,0.036308718717097274,0.05423604978722544,0.05716588573611927,0.018631483824326767,0.38561431206197033,0.0,0.0,0.0013487236492119579,0.050096074277908575,0.0033802249521378415,0.0045497741142902495,0.003907406328302547,0.0018834702569588797,0.005440389098802153,0.02074486311748668,0.009656106212627958,0.10468636505460222,0.08346818559063829,0.02220878666850291,0.013800364576030212,0.006635622220856117,40292352.0,42627072.0,49111040.0,41267200.0,1065455616.0,9969664.0,10035200.0,10190848.0,412631040.0,8200192.0,8478720.0,8237056.0,8417280.0,8556544.0,54702080.0,105136128.0,377556992.0,620216320.0,275501056.0,291971072.0,272916480.0,1.0,0.04382428333333334
2026-04-27 15:21:47.404000044+00:00,0.03804729021151978,0.05396909261986582,0.05716588573611927,0.01880314581494263,0.3266842810682969,0.0,0.0,0.001840930346033424,0.04676032499693035,0.004230301338172827,0.004250737463126846,0.003907406328302547,0.0018018958117206746,0.004580154534363567,0.02074486311748668,0.009841361309105524,0.11665944669095574,0.08468930755573148,0.02333541929879978,0.013570876187485282,0.005939269131389268,36704256.0,40460288.0,49111040.0,41787392.0,1065512960.0,9969664.0,10035200.0,10203136.0,412643328.0,8404992.0,8482816.0,8237056.0,8441856.0,8552448.0,54702080.0,105189376.0,379039744.0,620249088.0,275517440.0,291966976.0,272912384.0,1.0,0.04346074999999999
2026-04-27 15:21:52.404000044+00:00,0.03804729021151978,0.05396909261986582,0.05675137977401808,0.01880314581494263,0.13848133931003792,0.0,0.0,0.001840930346033424,0.04676032499693035,0.004230301338172827,0.004250737463126846,0.0035397322644666698,0.0018018958117206746,0.004580154534363567,0.022483718832020973,0.009841361309105524,0.11665944669095574,0.08468930755573148,0.02333541929879978,0.013570876187485282,0.005939269131389268,36704256.0,40460288.0,48500736.0,41787392.0,1065512960.0,9969664.0,10035200.0,10203136.0,412643328.0,8404992.0,8482816.0,8269824.0,8441856.0,8552448.0,54702080.0,105189376.0,379039744.0,620249088.0,275517440.0,291966976.0,272912384.0,1.0,0.04318809999999999
