timestamp,cpu_by_svc__series_0 {'container_label_com_docker_swarm_task_name': 'chat-monolith_app.1.rk4r4tkpriiythzc366emkcm0'},cpu_by_svc__series_1 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.2psgdvtnhtcce9zjn6nhcv2x8.z53pmtqvw5id3nbj94gpcjewf'},cpu_by_svc__series_2 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.gkxfmk0f14ry4f8cex3726nm9.bkk68nbjzxg7duzl1ju3mq06i'},cpu_by_svc__series_3 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.m7evt2fhzisw4dshpe9gae22s.zbgxvr191djp5wljhkldn5yoh'},cpu_by_svc__series_4 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.r0dh5upwj4tebg66ket20fv8l.y5jyanb664op1f42gt3o917bn'},cpu_by_svc__series_5 {'container_label_com_docker_swarm_task_name': 'chat-monolith_gateway.1.y9a6zbrg8atzn4e9e8990bab9'},cpu_by_svc__series_6 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.2psgdvtnhtcce9zjn6nhcv2x8.rl3nborf1ggokqzslit017bcz'},cpu_by_svc__series_7 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.gkxfmk0f14ry4f8cex3726nm9.on7adg3enw4pu8pma3whllq39'},cpu_by_svc__series_8 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.m7evt2fhzisw4dshpe9gae22s.lmw4h5fqwe0p5m4deu6irve96'},cpu_by_svc__series_9 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.r0dh5upwj4tebg66ket20fv8l.sxnemoufl7pik0rc7vfxitmca'},cpu_by_svc__series_10 {'container_label_com_docker_swarm_task_name': 'chat-monolith_postgres-exporter.1.iy4p833rp3n2kv9ltlayly2ry'},cpu_by_svc__series_11 {'container_label_com_docker_swarm_task_name': 'chat-monolith_postgres.1.ty3yp6bs10dn5ga5bw6aiy19c'},cpu_by_svc__series_12 {'container_label_com_docker_swarm_task_name': 'chat-monolith_prometheus.1.aetyqqm8imztbejw93rn2o9sr'},mem_by_svc__series_0 {'container_label_com_docker_swarm_task_name': 'chat-monolith_app.1.rk4r4tkpriiythzc366emkcm0'},mem_by_svc__series_1 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.2psgdvtnhtcce9zjn6nhcv2x8.z53pmtqvw5id3nbj94gpcjewf'},mem_by_svc__series_2 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.gkxfmk0f14ry4f8cex3726nm9.bkk68nbjzxg7duzl1ju3mq06i'},mem_by_svc__series_3 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.m7evt2fhzisw4dshpe9gae22s.zbgxvr191djp5wljhkldn5yoh'},mem_by_svc__series_4 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.r0dh5upwj4tebg66ket20fv8l.y5jyanb664op1f42gt3o917bn'},mem_by_svc__series_5 {'container_label_com_docker_swarm_task_name': 'chat-monolith_gateway.1.y9a6zbrg8atzn4e9e8990bab9'},mem_by_svc__series_6 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.2psgdvtnhtcce9zjn6nhcv2x8.rl3nborf1ggokqzslit017bcz'},mem_by_svc__series_7 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.gkxfmk0f14ry4f8cex3726nm9.on7adg3enw4pu8pma3whllq39'},mem_by_svc__series_8 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.m7evt2fhzisw4dshpe9gae22s.lmw4h5fqwe0p5m4deu6irve96'},mem_by_svc__series_9 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.r0dh5upwj4tebg66ket20fv8l.sxnemoufl7pik0rc7vfxitmca'},mem_by_svc__series_10 {'container_label_com_docker_swarm_task_name': 'chat-monolith_postgres-exporter.1.iy4p833rp3n2kv9ltlayly2ry'},mem_by_svc__series_11 {'container_label_com_docker_swarm_task_name': 'chat-monolith_postgres.1.ty3yp6bs10dn5ga5bw6aiy19c'},mem_by_svc__series_12 {'container_label_com_docker_swarm_task_name': 'chat-monolith_prometheus.1.aetyqqm8imztbejw93rn2o9sr'},k6_users__series_0 {},http_rt_latency__series_0 {},"pg_database_size_chat_monolith__pg_database_size_bytes {'datname': 'chat_monolith', 'instance': '10.0.1.15:9187', 'job': 'chat-monolith-postgres'}"
2026-05-06 08:45:00.752000093+00:00,0.3214438987455741,0.027889930310069738,0.022425107694739797,0.03287937727537859,0.03315931724028044,0.010867053951680961,0.002325912826380949,0.0024574353993403416,0.0034339769128613686,0.0032977067157608257,0.00238126348832647,0.33734050311373326,0.012936701217671312,885460992.0,36831232.0,36319232.0,37339136.0,35397632.0,5787648.0,8331264.0,7999488.0,8364032.0,8642560.0,8749056.0,92319744.0,57151488.0,1.0,0.08873221666666667,47150771.0
2026-05-06 08:45:05.752000093+00:00,0.31421285589448567,0.02788993031006974,0.022425107694739797,0.033416762638497216,0.03315931724028044,0.010867053951680961,0.002325912826380949,0.0024574353993403416,0.0032445814197083174,0.0032977067157608257,0.00238126348832647,0.3553709752683156,0.012936701217671312,882704384.0,36831232.0,36319232.0,37388288.0,35397632.0,5787648.0,8331264.0,7999488.0,8368128.0,8642560.0,8749056.0,92119040.0,57151488.0,1.0,0.08736428333333332,47150771.0
2026-05-06 08:45:10.752000093+00:00,0.31421285589448567,0.027698472753203997,0.021320493066255827,0.033416762638497216,0.03190616399025797,0.010805127099543342,0.0033703751308275646,0.002365095225723935,0.0032445814197083174,0.003032329591574115,0.0025621147900157636,0.3553709752683156,0.012925002936783619,882704384.0,37707776.0,34443264.0,37388288.0,36143104.0,5779456.0,8429568.0,8003584.0,8368128.0,8269824.0,8097792.0,92119040.0,57864192.0,1.0,0.08727719999999999,47150771.0
2026-05-06 08:45:15.752000093+00:00,0.28744444444444367,0.027698472753203997,0.021320493066255827,0.03251289461536918,0.03190616399025797,0.010805127099543342,0.00359423692144813,0.002365095225723935,0.0033013105735781893,0.003032329591574115,0.0025621147900157636,0.363530007872903,0.012854617738194992,884580352.0,37707776.0,34443264.0,37564416.0,36143104.0,5779456.0,8429568.0,8003584.0,8376320.0,8269824.0,8097792.0,92086272.0,57864192.0,1.0,0.08649571666666667,47150771.0
2026-05-06 08:45:20.752000093+00:00,0.28744444444444367,0.029022806595258202,0.021895161127793786,0.03251289461536918,0.0333651264024852,0.011051029260982727,0.003503360799925931,0.0025387191961081424,0.0033013105735781893,0.0024453431322234336,0.0023402893872139273,0.363530007872903,0.012894758137935228,884580352.0,37707776.0,36339712.0,37564416.0,39157760.0,6021120.0,8310784.0,8028160.0,8376320.0,8269824.0,8536064.0,92086272.0,58466304.0,1.0,0.08635905,47150771.0
2026-05-06 08:45:25.752000093+00:00,0.26068389853873847,0.029022806595258202,0.021895161127793786,0.032920149881777744,0.0333651264024852,0.011051029260982727,0.003503360799925931,0.0025387191961081424,0.003249794103113163,0.0024453431322234336,0.0025547237426670924,0.37555821314102567,0.012894758137935228,884957184.0,37707776.0,36339712.0,37523456.0,39157760.0,6021120.0,8310784.0,8028160.0,8376320.0,8269824.0,8536064.0,92082176.0,58466304.0,1.0,0.08570019999999999,47150771.0
2026-05-06 08:45:30.752000093+00:00,0.26068389853873847,0.029681186471626497,0.0222200782672711,0.032920149881777744,0.0333036785601516,0.010287007007007007,0.003455058523298891,0.0028947615739794807,0.003249794103113163,0.003282205736694221,0.0025369108800446217,0.37555821314102567,0.011995919278869577,884957184.0,35397632.0,34729984.0,37523456.0,35848192.0,5779456.0,8310784.0,8232960.0,8376320.0,8278016.0,8540160.0,92082176.0,59121664.0,1.0,0.08486641666666667,47150771.0
2026-05-06 08:45:35.752000093+00:00,0.2219078577925411,0.029681186471626497,0.0222200782672711,0.032300353146575624,0.033303678560151595,0.010287007007007007,0.003394718772683572,0.0028947615739794807,0.003341135596585274,0.003282205736694221,0.0025369108800446217,0.37008515757967014,0.011995919278869577,887525376.0,35397632.0,34729984.0,35090432.0,35848192.0,5779456.0,8536064.0,8232960.0,8384512.0,8278016.0,8540160.0,92078080.0,59121664.0,1.0,0.08476311666666665,47150771.0
2026-05-06 08:45:40.752000093+00:00,0.2219078577925411,0.025942682888776318,0.02116009915209224,0.032300353146575624,0.03260324668857688,0.009850042809964528,0.003382213555807864,0.002649899556457228,0.003341135596585274,0.0033566297691945365,0.0028098340874811445,0.37008515757967014,0.011995919278869577,887525376.0,35397632.0,34955264.0,35090432.0,32718848.0,5767168.0,8536064.0,8183808.0,8384512.0,8404992.0,8572928.0,92078080.0,59121664.0,1.0,0.08456263333333332,47150771.0
2026-05-06 08:45:45.752000093+00:00,0.18507765732733017,0.029290216946377356,0.021160099152092243,0.031823430962343156,0.03260324668857688,0.009850042809964528,0.003319724409448814,0.002649899556457228,0.003353168576556682,0.0033566297691945365,0.0028098340874811445,0.35770938532845703,0.012381977189376545,887898112.0,35360768.0,34955264.0,34881536.0,32718848.0,5767168.0,8568832.0,8183808.0,8388608.0,8404992.0,8572928.0,92078080.0,59801600.0,1.0,0.08403794999999999,47150771.0
