timestamp,cpu_by_svc__series_0 {'container_label_com_docker_swarm_task_name': 'chat-monolith_app.1.nw1m8qvuhf9yxynoiesqzqdpj'},cpu_by_svc__series_1 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.2psgdvtnhtcce9zjn6nhcv2x8.k9479041ffyeqesp8vs5sg6ci'},cpu_by_svc__series_2 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.gkxfmk0f14ry4f8cex3726nm9.rwlqytmbrgtd88vbj9ztqn7i7'},cpu_by_svc__series_3 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.m7evt2fhzisw4dshpe9gae22s.84gyi26d4jcdiqh2p4d64chb1'},cpu_by_svc__series_4 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.r0dh5upwj4tebg66ket20fv8l.jl4l8drmn7y7zmmo6vdafuuld'},cpu_by_svc__series_5 {'container_label_com_docker_swarm_task_name': 'chat-monolith_gateway.1.jdak5l40elg0jaf8u9aa138x1'},cpu_by_svc__series_6 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.2psgdvtnhtcce9zjn6nhcv2x8.v8n6i75v955i3iaset6drgl37'},cpu_by_svc__series_7 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.gkxfmk0f14ry4f8cex3726nm9.pfmqrgrby7jo8wqg3apz6slqu'},cpu_by_svc__series_8 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.m7evt2fhzisw4dshpe9gae22s.8z97msl5oj5sm96cvuy4hrlmr'},cpu_by_svc__series_9 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.r0dh5upwj4tebg66ket20fv8l.wdvv36ohoivqv22x6c5evyxpz'},cpu_by_svc__series_10 {'container_label_com_docker_swarm_task_name': 'chat-monolith_postgres-exporter.1.tsreukaccmn7gw3tln3yqd1qt'},cpu_by_svc__series_11 {'container_label_com_docker_swarm_task_name': 'chat-monolith_postgres.1.l3b5riyuy40rj2xpko8rv4c4x'},cpu_by_svc__series_12 {'container_label_com_docker_swarm_task_name': 'chat-monolith_prometheus.1.er28mmdv9b1kcdn0jo3q530jo'},mem_by_svc__series_0 {'container_label_com_docker_swarm_task_name': 'chat-monolith_app.1.nw1m8qvuhf9yxynoiesqzqdpj'},mem_by_svc__series_1 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.2psgdvtnhtcce9zjn6nhcv2x8.k9479041ffyeqesp8vs5sg6ci'},mem_by_svc__series_2 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.gkxfmk0f14ry4f8cex3726nm9.rwlqytmbrgtd88vbj9ztqn7i7'},mem_by_svc__series_3 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.m7evt2fhzisw4dshpe9gae22s.84gyi26d4jcdiqh2p4d64chb1'},mem_by_svc__series_4 {'container_label_com_docker_swarm_task_name': 'chat-monolith_cadvisor.r0dh5upwj4tebg66ket20fv8l.jl4l8drmn7y7zmmo6vdafuuld'},mem_by_svc__series_5 {'container_label_com_docker_swarm_task_name': 'chat-monolith_gateway.1.jdak5l40elg0jaf8u9aa138x1'},mem_by_svc__series_6 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.2psgdvtnhtcce9zjn6nhcv2x8.v8n6i75v955i3iaset6drgl37'},mem_by_svc__series_7 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.gkxfmk0f14ry4f8cex3726nm9.pfmqrgrby7jo8wqg3apz6slqu'},mem_by_svc__series_8 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.m7evt2fhzisw4dshpe9gae22s.8z97msl5oj5sm96cvuy4hrlmr'},mem_by_svc__series_9 {'container_label_com_docker_swarm_task_name': 'chat-monolith_node-exporter.r0dh5upwj4tebg66ket20fv8l.wdvv36ohoivqv22x6c5evyxpz'},mem_by_svc__series_10 {'container_label_com_docker_swarm_task_name': 'chat-monolith_postgres-exporter.1.tsreukaccmn7gw3tln3yqd1qt'},mem_by_svc__series_11 {'container_label_com_docker_swarm_task_name': 'chat-monolith_postgres.1.l3b5riyuy40rj2xpko8rv4c4x'},mem_by_svc__series_12 {'container_label_com_docker_swarm_task_name': 'chat-monolith_prometheus.1.er28mmdv9b1kcdn0jo3q530jo'},k6_users__series_0 {},http_rt_latency__series_0 {},"pg_database_size_chat_monolith__pg_database_size_bytes {'datname': 'chat_monolith', 'instance': '10.0.1.12:9187', 'job': 'chat-monolith-postgres'}"
2026-05-06 06:26:37.599999905+00:00,0.04768463989286127,0.028288843909990508,0.0213134017000681,0.02865728721491931,0.027776087090992725,0.010918168272576552,0.003621856729582783,0.001990295139582317,0.003127393312542763,0.0032260874938210447,0.005074210053508677,0.06298337267571001,0.013357548995885898,615342080.0,36298752.0,38621184.0,36880384.0,35987456.0,6139904.0,9535488.0,9498624.0,9539584.0,9666560.0,8507392.0,151912448.0,86949888.0,1.0,0.02883993333333333,94131891.0
2026-05-06 06:26:42.599999905+00:00,0.04768463989286127,0.026863361870346995,0.0213134017000681,0.028990348155807987,0.027776087090992725,0.010918168272576552,0.0036124852968754764,0.001232671053849926,0.003702334110097473,0.0034394840177620596,0.005224974262701382,0.06298337267571001,0.013357548995885898,615342080.0,36298752.0,38621184.0,39645184.0,35987456.0,6139904.0,9535488.0,9498624.0,9543680.0,9662464.0,8507392.0,151912448.0,86949888.0,1.0,0.028788233333333333,94131891.0
2026-05-06 06:26:47.599999905+00:00,0.0505609279264692,0.02674855102160301,0.022494190596594618,0.028990348155807987,0.02708383184629503,0.01108253420535216,0.0036625130653988873,0.001844155586818825,0.003702334110097473,0.0034157559503855783,0.005224974262701382,0.06264905403783327,0.012955018190446128,615600128.0,39006208.0,39206912.0,39645184.0,35782656.0,5881856.0,9535488.0,9449472.0,9543680.0,9662464.0,8507392.0,151990272.0,89186304.0,1.0,0.02871588333333333,94131891.0
2026-05-06 06:26:52.599999905+00:00,0.0505609279264692,0.02824056278635642,0.022494190596594618,0.030789328014975772,0.02708383184629503,0.01108253420535216,0.003376014242185897,0.0015913311105409185,0.003626252561523421,0.0029855453799889067,0.004989974057386347,0.06264905403783327,0.013569399044506885,615600128.0,36356096.0,39206912.0,34758656.0,35782656.0,5881856.0,9535488.0,9449472.0,9596928.0,9662464.0,8507392.0,151990272.0,89186304.0,1.0,0.02862925,94131891.0
2026-05-06 06:26:57.599999905+00:00,0.04804732244134993,0.02824056278635642,0.02314339538104381,0.030789328014975772,0.02657079095487556,0.01082228054369687,0.003195476141293304,0.0015834706997441175,0.003626252561523421,0.0028804317240826113,0.004989974057386347,0.061550154050143704,0.013148748897264848,615342080.0,36356096.0,38465536.0,34758656.0,40030208.0,5890048.0,9535488.0,9449472.0,9596928.0,9662464.0,8507392.0,151912448.0,89202688.0,1.0,0.028574933333333333,94131891.0
2026-05-06 06:27:02.599999905+00:00,0.04804732244134995,0.02727548005907809,0.02314339538104381,0.028656365482231824,0.025978026828852196,0.009245856066328861,0.002850844039454821,0.0015834706997441175,0.00383805010913489,0.0029430067314885496,0.004864952275774945,0.061550154050143704,0.013148748897264848,615342080.0,36360192.0,38465536.0,36007936.0,40030208.0,5890048.0,9535488.0,9449472.0,9605120.0,9572352.0,8310784.0,151912448.0,89202688.0,1.0,0.028517083333333332,94131891.0
2026-05-06 06:27:07.599999905+00:00,0.047514001294908806,0.027773582617479052,0.021155544906354393,0.028656365482231824,0.0262503405861952,0.01055611739244419,0.0028603138836180817,0.0022071512770133377,0.003111420776422792,0.002943006731488549,0.004864952275774945,0.061196631421733295,0.012903394046378379,615342080.0,36360192.0,38498304.0,36007936.0,36384768.0,5877760.0,9404416.0,9494528.0,9605120.0,9572352.0,8310784.0,152117248.0,89206784.0,1.0,0.028469499999999995,94131891.0
2026-05-06 06:27:12.599999905+00:00,0.047514001294908806,0.027464079037858836,0.02115554490635439,0.029964357470057323,0.026477077154932884,0.01055611739244419,0.002477434503212872,0.002207151277013338,0.003250871421298534,0.0028242937742046616,0.005373232638691737,0.061196631421733295,0.012903394046378379,615342080.0,36270080.0,38498304.0,36474880.0,36384768.0,5877760.0,9404416.0,9494528.0,9601024.0,9572352.0,8445952.0,152117248.0,89206784.0,1.0,0.02840868333333333,94131891.0
2026-05-06 06:27:17.599999905+00:00,0.045968770764110385,0.02647887323943775,0.022625701234169043,0.029964357470057323,0.02591582305904508,0.009972115211880565,0.002616781167712677,0.002060161451888237,0.003250871421298534,0.0028242937742046616,0.004071700984691587,0.06070818327331295,0.012642608164792376,615342080.0,36270080.0,40587264.0,36474880.0,39346176.0,5885952.0,9433088.0,9564160.0,9601024.0,9572352.0,8445952.0,151912448.0,89186304.0,1.0,0.028419899999999998,94131891.0
2026-05-06 06:27:22.599999905+00:00,0.045968770764110385,0.027415666315189737,0.022625701234169043,0.029618149164579312,0.02591582305904508,0.009972115211880565,0.002761753483602855,0.002060161451888237,0.003366944114149708,0.00268473776009109,0.0045216905009194015,0.06070818327331295,0.011803788198496415,615342080.0,36184064.0,40587264.0,39907328.0,39346176.0,5885952.0,9621504.0,9564160.0,9601024.0,9572352.0,8441856.0,151912448.0,89186304.0,1.0,0.028387749999999996,94131891.0
